id,label,predict_result,predict_score,predict_detail,type
1,1,1,0.8586713374213923,"{'0': 0.14132866257860766, '1': 0.8586713374213923}",predict
5,1,1,0.7980071455068976,"{'0': 0.20199285449310245, '1': 0.7980071455068976}",predict
8,0,1,0.6453456380771818,"{'0': 0.3546543619228182, '1': 0.6453456380771818}",predict
9,1,1,0.9899338651955248,"{'0': 0.010066134804475158, '1': 0.9899338651955248}",predict
14,1,1,0.997936857725892,"{'0': 0.0020631422741079763, '1': 0.997936857725892}",predict
18,1,1,0.8776784295688518,"{'0': 0.12232157043114822, '1': 0.8776784295688518}",predict
27,1,1,0.9932803816552782,"{'0': 0.006719618344721789, '1': 0.9932803816552782}",predict
31,1,1,0.9980812846300807,"{'0': 0.0019187153699192772, '1': 0.9980812846300807}",predict
34,1,1,0.9980361884103582,"{'0': 0.001963811589641762, '1': 0.9980361884103582}",predict
39,1,1,0.972130467448195,"{'0': 0.02786953255180502, '1': 0.972130467448195}",predict
45,1,0,0.16753194870377477,"{'0': 0.8324680512962253, '1': 0.16753194870377477}",predict
47,1,0,0.19781273532926355,"{'0': 0.8021872646707364, '1': 0.19781273532926355}",predict
52,1,1,0.6107786526975791,"{'0': 0.38922134730242086, '1': 0.6107786526975791}",predict
53,1,1,0.8961497804268884,"{'0': 0.10385021957311158, '1': 0.8961497804268884}",predict
54,1,1,0.9975370511768086,"{'0': 0.0024629488231914243, '1': 0.9975370511768086}",predict
55,1,0,0.22063216477771552,"{'0': 0.7793678352222845, '1': 0.22063216477771552}",predict
58,1,1,0.9986215796416302,"{'0': 0.0013784203583697696, '1': 0.9986215796416302}",predict
61,1,1,0.9669202795756691,"{'0': 0.03307972042433094, '1': 0.9669202795756691}",predict
75,1,1,0.9306865535272943,"{'0': 0.06931344647270565, '1': 0.9306865535272943}",predict
80,1,1,0.9981206996532607,"{'0': 0.001879300346739332, '1': 0.9981206996532607}",predict
85,1,1,0.9944658349664168,"{'0': 0.005534165033583172, '1': 0.9944658349664168}",predict
92,1,1,0.9915473241440043,"{'0': 0.00845267585599574, '1': 0.9915473241440043}",predict
108,1,1,0.9515623799285544,"{'0': 0.048437620071445586, '1': 0.9515623799285544}",predict
124,1,1,0.9868395553832929,"{'0': 0.013160444616707068, '1': 0.9868395553832929}",predict
140,0,1,0.5788375150097214,"{'0': 0.42116248499027864, '1': 0.5788375150097214}",predict
141,1,1,0.9785341011332414,"{'0': 0.021465898866758648, '1': 0.9785341011332414}",predict
142,1,1,0.9983759289423199,"{'0': 0.0016240710576801431, '1': 0.9983759289423199}",predict
152,1,1,0.9414555275148463,"{'0': 0.05854447248515371, '1': 0.9414555275148463}",predict
156,1,1,0.9740911356634173,"{'0': 0.025908864336582682, '1': 0.9740911356634173}",predict
159,1,1,0.9983679733935359,"{'0': 0.0016320266064641098, '1': 0.9983679733935359}",predict
161,1,1,0.9971846310990907,"{'0': 0.0028153689009092764, '1': 0.9971846310990907}",predict
184,1,1,0.9706378699237906,"{'0': 0.02936213007620936, '1': 0.9706378699237906}",predict
186,1,1,0.937595242732394,"{'0': 0.06240475726760597, '1': 0.937595242732394}",predict
192,1,1,0.8595749207502886,"{'0': 0.14042507924971137, '1': 0.8595749207502886}",predict
194,1,1,0.9726613069803584,"{'0': 0.027338693019641647, '1': 0.9726613069803584}",predict
198,1,1,0.9990225971983308,"{'0': 0.000977402801669247, '1': 0.9990225971983308}",predict
202,1,1,0.9824652443477181,"{'0': 0.017534755652281908, '1': 0.9824652443477181}",predict
204,1,1,0.9849168592922446,"{'0': 0.015083140707755405, '1': 0.9849168592922446}",predict
211,1,1,0.9992312015674365,"{'0': 0.0007687984325635, '1': 0.9992312015674365}",predict
215,1,1,0.7637207945378868,"{'0': 0.23627920546211323, '1': 0.7637207945378868}",predict
224,1,1,0.998450844365514,"{'0': 0.001549155634485988, '1': 0.998450844365514}",predict
227,1,1,0.6455580089373679,"{'0': 0.3544419910626321, '1': 0.6455580089373679}",predict
231,1,1,0.9905987611123539,"{'0': 0.009401238887646102, '1': 0.9905987611123539}",predict
233,1,1,0.9814309619705104,"{'0': 0.018569038029489615, '1': 0.9814309619705104}",predict
240,1,1,0.9938838902754755,"{'0': 0.006116109724524477, '1': 0.9938838902754755}",predict
241,1,1,0.9855964584175801,"{'0': 0.014403541582419854, '1': 0.9855964584175801}",predict
247,1,1,0.9958786995072864,"{'0': 0.004121300492713642, '1': 0.9958786995072864}",predict
251,1,1,0.9724777632143159,"{'0': 0.027522236785684107, '1': 0.9724777632143159}",predict
253,1,1,0.9752987152618328,"{'0': 0.02470128473816724, '1': 0.9752987152618328}",predict
254,1,1,0.9951317196033878,"{'0': 0.004868280396612246, '1': 0.9951317196033878}",predict
268,1,1,0.9891861937590419,"{'0': 0.010813806240958068, '1': 0.9891861937590419}",predict
270,1,1,0.5514648696286316,"{'0': 0.4485351303713684, '1': 0.5514648696286316}",predict
295,0,0,0.03286572503749719,"{'0': 0.9671342749625028, '1': 0.03286572503749719}",predict
298,1,0,0.3059968553132432,"{'0': 0.6940031446867567, '1': 0.3059968553132432}",predict
299,1,1,0.8839016140825859,"{'0': 0.11609838591741406, '1': 0.8839016140825859}",predict
303,1,1,0.9957848807985819,"{'0': 0.004215119201418149, '1': 0.9957848807985819}",predict
