id,161,1668,5754,3300,3264,4836,3268,15,449,271,1566,5770,3259,6317,6287,5044,1522,441,5130,46,2070,5379,3375,1390,5742,1570,3136,3328,573,6088,3079,585,5321,1898,3476
1162,0.013354893,21.32966423,0.446060687,3.889606953,-5.113263607,0.000545435,-0.022471752,4.375,8.755000114,0.483714134,0.539999962,2.064270258,0.010626507,0.045950212,0.04868431,0.156964839,8.931761742,0.057259351,0.601785839,2.918333292,0.513618648,0.714094222,0.888752043,-1.358521581,35.69809341,0.975704551,3.92e-06,12.44690037,17.52000046,0.65849483,1.832028985,1.722859383,0.020146102,3.766113043,0.036844864
567,0.027580637,5.894793987,2.762892008,3.819999695,-2.421615124,-0.000306033,0.010376253,0.295238078,0.274117649,0.441835642,1.350000024,1.822715044,0.00929985,0.055172876,0.05294989,0.075384408,16.76153946,0.094949782,0.350436389,0.274117649,0.500800848,0.760745049,0.966344476,-1.433195114,1.813020706,0.174933329,0.041253809,5.960836411,0.259027779,0.55922538,3.626369953,1.144199491,0.022133866,1.968280792,-0.01172843
1271,0.017317489,13.81538677,2.481736898,3.246438503,-3.621631861,-0.000109443,0.025519663,0.623508751,1.077272654,0.484839976,2.629999876,1.694587588,-0.006519318,0.047740627,0.045399062,0.043774333,16.75843239,0.064726204,0.128740117,0.421785682,0.51053077,0.75878799,0.930232286,-1.25692296,2.530812502,0.822060049,0.000248077,10.01145458,0.444249988,0.670493245,2.716781616,1.492748618,0.021046223,3.142859936,0.043156624
49,0.01098817,20.514431,2.259382725,3.146178007,-3.74883461,-0.000208715,0.382290781,0.487812489,0.488437504,0.495547086,0.429999977,1.163678288,-0.084728435,0.044802368,0.044109974,0.25524053,7.570546627,0.052405089,0.288585752,0.324999988,0.472310632,0.639053166,0.762788832,-1.289326191,1.535334349,0.385251105,0.0002327,12.05149078,0.278571427,0.565391779,2.225475788,1.490898132,0.022106774,3.068022728,-0.031420588
589,0.009759489,22.96283531,1.982365131,3.16800952,-4.632013321,0.000397578,0.367695123,0.386599988,0.295454532,0.469377249,0.789999962,1.059452653,-0.128043354,0.042919368,0.044605736,0.360526234,6.084687233,0.048038632,0.572136462,0.245512828,0.496395469,0.656161726,0.704089999,-1.448211551,0.948101282,0.36471194,0.000352061,12.04828262,0.497692287,0.57068187,1.899132729,0.903304636,0.024136402,3.172123909,0.018335557
1109,0.021894187,21.04808426,2.911117077,3.103816748,-5.133241653,-0.000111321,0.079409957,0.474054068,0.707959175,0.506891727,0.649999976,2.263421297,-0.106246375,0.044955377,0.045211334,0.05832237,11.59337044,0.161698878,0.498108506,0.574426234,0.493528426,0.605712593,0.843454003,-1.280787468,4.29380846,0.937289059,8e-05,12.15244675,0.700392127,0.618384302,2.076108932,1.633191705,0.019056354,3.322336912,0.003032577
416,0.038234647,14.5555048,3.198494673,3.831507683,-5.601993561,0.006708378,0.0601689,0.292592585,0.247187495,0.48241207,0.649999976,1.761821747,-0.009733486,0.045655441,0.046218976,0.015934905,19.85122871,0.087519467,0.697530508,0.136724129,0.501886785,0.771478832,1.004946828,-1.490610361,3.0977211,0.865746558,0.005220722,10.90783215,0.326666683,0.632632434,4.024260521,1.37068975,0.023585979,2.82353878,0.012297774
1275,0.013479499,20.65403557,2.414150238,3.417506933,-6.206635952,8.64e-05,-0.019998867,6.031666756,0.46987015,0.481584042,0.75,2.782354116,0.015893077,0.045588393,0.047279853,0.121878684,10.09907627,0.056177825,0.745299995,1.446799874,0.50747925,0.704755247,0.804059267,-1.253425002,11.9723711,0.982558131,1.37e-05,13.21992493,1.293461561,0.6517331,2.107984543,2.203838587,0.01675597,3.248217583,0.014334452
1234,0.022731498,13.96394157,2.359737873,3.33567071,-5.146533012,0.000127937,0.103069954,0.431585342,0.636727214,0.487647384,0.75,2.92143774,-0.055001069,0.045260534,0.046520431,0.093919113,27.44077301,0.105421782,0.438311517,0.613859594,0.515023887,0.583267331,0.909237862,-1.180093527,5.919516087,0.758349717,0.000294903,11.46451092,0.795681834,0.636572659,2.09022522,1.896065712,0.018972196,3.056228638,-0.029015731
1145,0.039023869,10.72951221,3.191508293,4.011795521,-3.801259041,-0.009302687,-0.121426217,0.14886792,0.142678574,0.498743713,0.779999971,1.500583172,-0.012467384,0.046428084,0.043979682,0.084674418,21.02573586,0.070930243,0.50303781,0.1216923,0.496855348,0.670566022,1.125022054,-1.427471042,2.315134048,0.813048959,0.007669216,10.40472412,0.144629627,0.696790099,3.791465998,1.234775901,0.025970478,2.192049742,0.102977432
467,0.011745158,19.83541489,2.292809725,3.097380877,-4.137033463,0.000263452,0.125125512,0.522156835,0.522352934,0.503168106,0.75999999,1.04805088,-0.048262596,0.050212424,0.044226229,0.235013753,6.774220467,0.054754049,0.433716804,0.493148148,0.494407147,0.876304269,0.829756975,-1.332286477,1.736051559,0.551415801,0.000254273,12.60884094,0.359999985,0.553029478,2.294297218,1.817037463,0.015302144,3.130448818,-0.09831579
541,0.011524973,18.52971077,2.007413387,3.291939259,-3.855121136,-0.003195935,0.249300629,0.351702124,0.321764708,0.462929487,0.969999969,1.395485997,-0.114467382,0.048255976,0.05091954,0.058260083,27.77424622,0.073730797,0.604227722,0.266612917,0.503618836,0.771678746,0.783609152,-1.16388762,1.591690779,0.649397612,0.001847525,11.77177143,0.275333315,0.633282185,1.423113823,0.890480876,0.027182627,3.48519659,0.053339258
914,0.014950486,18.05034256,2.799015284,3.135119438,-4.630520344,-8.81e-05,-0.054991756,0.394423068,0.247831315,0.468643665,1.289999962,1.844698787,-0.041313238,0.047091264,0.047084458,0.216477692,27.68564987,0.056819856,0.467309088,0.379814774,0.5,0.651855171,0.884834766,-1.272297502,3.23148036,0.654518962,0.039784886,11.89539909,0.337377042,0.617852032,1.596944571,1.409469724,0.023994194,3.004288197,-0.001984632
44,0.013372534,18.52321815,1.533552289,2.867226362,-3.798985958,-0.000735143,-0.075894997,0.499749988,0.588823557,0.480665684,1.120000005,1.698035955,0.019755458,0.046716012,0.045438666,0.062099256,23.45853233,0.086999506,0.548745334,0.540810823,0.496082276,0.567058802,0.839171827,-1.246672869,6.547389984,0.844911933,0.000834914,12.23187542,0.578823507,0.647592366,1.629029989,2.073507547,0.022391435,3.25386095,0.028626908
1086,0.022378413,14.71999931,2.594645262,3.492113352,-5.154932499,-0.000365433,-0.024033699,0.401199967,0.373636365,0.508993685,0.75,1.770676494,0.016015816,0.045187719,0.047351036,0.075969212,18.37430191,0.100784451,0.297508717,0.387735844,0.495136201,0.737698019,0.916988075,-1.32971096,4.370020866,0.923226416,0.000131265,12.61764145,0.366785675,0.66612792,2.753235102,1.230641127,0.019306589,3.011481524,-0.033030108
